식품명,식품대분류명,영양성분함량기준량,에너지(kcal),단백질(g),지방(g),탄수화물(g),당류(g),식이섬유(g),나트륨(mg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g)
바찌 카라멜 아몬드 프랄린 1kg,,100g,570.0,9.83,36.42,50.64,38.97,,43.0,7.1,14.92,0.07
바찌 칼린다리오 초콜릿,,100g,545.0,7.1,37.9,44.4,41.6,,32.0,13.5,15.5,0.3
바찌 칼린다리오 초콜릿 /,,100g,564.33,7.74,37.65,48.87,40.77,,34.0,9.28,14.63,0.15
바찌 커피맛 초콜릿 125g,,100g,540.0,7.0,37.0,44.5,41.8,,12.0,10.4,14.0,0.2
바찌 커피맛 초콜릿 150g /,,100g,540.0,7.0,37.1,44.5,41.8,,12.0,10.4,14.0,0.2
바찌 클래식 프랄린,,100g,577.0,8.63,37.7,50.88,40.78,,12.0,2.94,14.56,0.07
바찌 클래식 프랄린 초콜릿 100g,,100g,550.0,7.0,38.0,45.0,42.0,,10.0,10.0,14.0,0.2
바차 조개찜육수소스,,100g,144.0,3.44,0.18,31.3,2.63,,5797.0,0.0,0.01,0.0
바쵸 디 다마,,100g,597.0,7.58,41.5,48.4,26.0,,20.0,0.0,18.7,0.0
바치 델 로에로 쿠키,,100g,474.0,5.7,23.0,61.0,53.0,,92.0,10.0,7.4,0.0
바치 디 다마,,100g,550.0,6.67,33.33,53.33,30.0,,100.0,50.0,16.0,0.0
바치 디 다마 쿠키,,100g,518.5,5.7,31.5,53.0,26.5,,110.0,25.0,16.5,0.0
바치 디 다마 트레디셔널 리구이아 베이커리,,100g,568.0,6.0,36.0,55.0,31.0,,40.0,0.0,13.0,0.0
바치 디 프롤라 쿠키,,100g,486.0,7.0,26.0,56.0,23.0,,84.0,40.0,16.0,0.0
바치골드리미티드에디션,,100g,570.0,8.67,39.33,46.0,44.0,,253.0,9.33,15.33,0.2
바치디다마,,100g,539.0,7.7,31.16,57.6,23.52,,80.0,28.11,5.63,0.15
바치디다마 쿠키,,100g,493.0,7.0,28.0,50.67,21.33,,100.0,110.0,15.0,0.0
바치디다마트레디셔널리구이아베이커리,,100g,568.0,6.0,36.0,55.0,31.0,,40.0,0.0,13.0,0.0
바치라테밀크,,100g,573.0,7.5,39.0,50.0,44.0,,43.0,0.0,14.0,0.0
바치리미티드에디션,,100g,570.0,7.85,39.0,47.85,44.0,,39.5,5.0,14.0,0.1
바치엑스트라다크70,,100g,566.0,7.89,39.47,39.47,34.21,,26.0,13.16,18.42,0.0
바치오리지날다크,,100g,553.0,7.89,36.84,44.74,42.11,,26.0,12.37,13.16,0.0
바카 카니,,100g,543.0,5.71,34.29,54.29,11.43,,197.0,0.0,11.43,0.0
바카르 크하니,,100g,534.0,5.6,32.0,56.0,12.0,,1640.0,0.0,8.0,0.0
바카르카니,,100g,633.0,7.0,45.0,50.0,2.0,,450.0,0.0,5.0,0.0
바카르크하니,,100g,547.0,5.88,32.35,55.88,11.76,,1647.0,0.0,8.82,0.0
바칼라오,,100g,55.0,12.5,0.0,0.0,0.0,,4725.0,22.5,0.0,0.0
바칼라우,,100g,213.0,17.0,15.0,3.0,2.0,,348.0,44.0,3.0,0.0
바칼면,,100g,266.0,6.01,1.62,56.77,3.86,,269.0,0.0,0.18,0.0
바케리 난카타이 쿠키,,100g,540.0,5.34,29.3,64.45,27.6,,40.0,0.0,14.32,0.0
바케리 버터 쿠키,,100g,415.0,7.0,24.5,42.0,17.5,,123.0,0.0,10.8,0.0
바케리 비스틱스,,100g,519.0,6.71,26.71,63.64,23.08,,182.0,0.0,12.73,0.0
바케리 코코넛 쿠키,,100g,385.0,3.5,21.0,45.5,21.0,,105.0,0.0,11.6,0.0
바케리 클래식 쿠키,,100g,567.0,6.3,29.7,68.55,23.45,,140.0,22.8,14.0,0.0
바쿠단 혼포 오리지널 소스,,100g,137.0,1.7,0.1,32.3,28.8,,1900.0,0.0,0.01,0.0
바크,,100g,550.0,12.0,35.0,47.0,34.0,,30.0,0.0,20.0,0.0
바크 초콜릿,,100g,567.0,6.67,36.67,53.33,40.0,,0.0,0.0,23.33,0.0
바크 초콜릿 다크,,100g,538.0,7.69,36.92,44.62,35.39,,46.0,0.77,18.46,0.15
바크 초콜릿 딸기,,100g,546.0,7.69,36.92,46.16,44.62,,85.0,7.69,18.46,0.15
바크 초콜릿 세트,,100g,558.0,7.69,39.23,48.08,42.31,,108.0,7.69,21.15,0.15
바크 초콜릿 오레오,,100g,577.0,7.69,38.46,49.23,43.08,,138.0,7.69,20.0,0.2
바크 초콜릿 화이트,,100g,600.0,7.69,41.54,49.23,49.23,,108.0,15.39,24.62,0.0
바크넛츠초콜렛,,100g,527.0,7.36,28.64,59.85,26.55,,103.0,0.0,27.25,0.0
바클라바,,100g,490.33,7.72,27.1,53.85,20.8,,194.67,66.64,12.61,0.19
바클라바 롤드 위드 피스타치오,,100g,316.0,4.5,6.8,61.5,18.0,,55.0,0.0,2.25,0.0
바클라바 믹스 넛,,100g,474.0,6.0,21.9,63.2,35.8,4.7,320.0,0.0,8.5,0.0
바클라바 위드 윌넛,,100g,403.0,4.8,17.6,56.4,32.8,,84.0,54.0,9.2,0.0
바클라바 위드 크림,,100g,330.0,2.18,13.06,51.1,32.82,,85.0,54.4,4.9,0.0
바클라바 위드 피스타치오 밀크초콜릿 커버,,100g,311.0,3.0,15.0,41.0,25.0,,128.0,0.0,6.0,0.0
바클라바 피스타치오,,100g,470.0,5.7,21.5,63.3,36.4,3.2,360.0,0.0,8.5,0.0
바클라바위드월넛,,100g,403.0,4.8,17.6,56.4,32.8,,84.0,54.0,9.2,0.0
바키초코바멀티,,100g,141.0,1.1,9.4,12.6,8.5,,20.0,0.6,1.7,0.1
바키초코바멀티 딸기맛,,100g,139.0,1.1,9.4,12.6,8.5,,20.0,0.6,1.7,0.1
바타르,,100g,287.0,10.0,1.92,56.92,1.92,,540.0,0.0,0.69,0.0
바타바질페스토,,100g,475.0,6.0,45.0,12.0,1.0,,610.0,10.0,2.6,0.0
바탕과자,,100g,500.0,5.6,16.7,75.0,2.0,,2.0,2.0,2.0,2.0
바토넷 젯 60,,100g,546.0,6.0,31.0,38.0,38.0,,0.0,0.0,19.0,0.0
바토넷젯60,,100g,455.0,6.0,31.0,38.0,38.0,,0.0,0.0,19.0,0.0
바톤,,100g,285.0,10.67,4.8,45.5,4.0,,368.0,2.1,0.83,0.0
바톤마레쇼,,100g,548.0,15.3,33.15,47.0,19.16,,31.0,31.32,9.54,0.26
바톤슈크레,,100g,400.0,6.0,26.0,36.0,20.0,,370.0,11.0,2.0,0.0
바통 휘낭시에,,100g,456.67,7.1,28.15,43.3,30.3,,219.67,21.53,12.57,0.82
바통네 구르망 - 310605,,100g,545.0,7.27,35.82,47.64,41.27,,93.0,10.91,14.73,0.0
바통딥초코휘낭시에,,100g,188.0,2.0,12.0,18.0,12.0,,150.0,0.0,6.0,0.0
바통브랑제 베이킹스틱,,100g,482.0,5.0,26.0,57.0,55.0,,4.0,0.0,15.0,0.0
바통브랑제초콜릿,,100g,482.0,5.0,26.0,57.0,55.0,,4.0,0.0,15.0,0.0
바통빵,,100g,221.0,7.91,0.84,45.36,2.33,,469.0,0.0,0.19,0.0
바통빼빼로,,100g,440.0,8.0,24.0,48.0,28.0,,180.0,220.0,14.0,2.0
바통솔티드카라멜휘낭시에,,100g,188.0,2.0,12.0,18.0,12.0,,150.0,0.0,6.0,0.0
바통쇼콜라,,100g,488.0,7.69,30.77,50.0,38.46,,123.0,53.85,11.92,0.0
바통쇼콜라F,,100g,488.0,7.69,30.77,50.0,38.46,,123.0,53.85,11.92,0.0
바통쉬크레,,100g,446.0,11.12,28.46,44.05,18.34,,374.0,30.18,14.5,0.0
바통오랑쥬,,100g,500.0,7.69,30.77,46.15,30.77,,131.0,53.85,13.85,0.0
바통오랑쥬F,,100g,500.0,7.69,30.77,46.15,30.77,,131.0,53.85,13.85,0.0
바튜야 노이세테 밀크,,100g,580.0,7.9,39.6,47.3,43.4,,12.0,12.0,16.2,0.3
바트로 사과즙,,100g,60.0,0.0,0.0,15.0,15.0,,0.0,0.0,0.0,0.0
바트르,,100g,307.0,7.0,7.0,54.0,4.0,,490.0,0.0,1.0,0.0
바티놀 Batinol,,100g,376.0,12.07,1.4,78.78,3.15,,19.0,0.0,1.0,0.0
바티칸 엑스트라버진 유기농 올리브유,,100g,895.0,0.0,98.98,0.99,0.0,,1.0,0.0,18.46,0.0
바틸 데이츠 카산드라 리미티드에디션 라지,,100g,376.0,4.3,7.0,74.0,62.0,,0.0,0.0,1.0,0.0
바틸 럭셔리 컬렉션,,100g,376.0,4.3,7.0,74.0,62.0,,0.0,0.0,1.0,0.0
바틸 어소티드 믹스드 데이츠,,100g,340.0,3.4,4.7,76.0,64.0,9.5,10.0,0.0,0.7,0.0
바파고등심돈까스,,100g,215.0,10.0,8.46,25.38,1.54,,554.0,19.23,3.0,0.0
바파고순살등심돈까스,,100g,250.0,10.0,8.46,25.38,1.54,,554.0,19.23,3.0,0.0
바포메트초코과자,,100g,532.0,5.13,30.77,58.97,33.33,,71.0,3.85,25.64,0.0
바하버 콘차우더,,100g,67.0,1.6,1.6,12.0,0.8,0.8,425.0,4.0,1.2,0.0
바하버 클램 차우더,,100g,289.0,10.0,9.0,42.0,0.0,,1419.0,35.0,5.0,0.0
바학하리 바나나칩,,100g,292.0,2.0,12.0,44.0,16.0,,60.0,0.0,12.0,0.0
바흘라바,,100g,454.0,8.0,26.0,47.0,23.0,,100.0,125.0,8.0,0.5
바히베,,100g,580.0,9.0,42.0,42.0,41.0,,80.0,25.0,26.0,0.0
박_과육_생것,채소류,100g,21.0,0.5,0.1,5.2,,,6.0,,,
박_씨 포함_생것,채소류,100g,32.0,1.0,0.1,8.0,,,5.0,,,
박가네 굴 두부 야채만두,,100g,193.0,8.0,7.0,25.0,2.0,,333.0,0.0,1.0,0.0
박가네 사과과즐,,100g,412.0,2.98,8.95,79.94,18.07,,9.0,0.0,1.65,0.0
박가네 소문난 고기손만두,,100g,178.0,6.83,8.33,19.0,2.17,,380.0,6.67,2.5,0.0
박가네 소문난 김치손만두,,100g,167.0,7.33,5.67,21.83,2.67,,364.0,6.33,1.67,0.0
박가네 소문난 새우손만두,,100g,165.0,7.27,7.09,18.0,1.64,,446.0,30.73,2.36,0.0
박가네 소문난 한입고기만두,,100g,188.0,7.17,8.75,19.83,2.21,,333.0,0.0,2.63,0.0
박가네 소문난 한입김치만두,,100g,175.0,7.58,5.92,22.71,2.63,,379.0,0.0,1.75,0.0
박가네 양념목살,,100g,225.0,14.9,16.6,4.1,4.1,,313.0,42.83,4.5,0.1
박가네참진한기름,,100g,898.0,0.0,100.0,0.0,0.0,,1.0,0.0,15.0,0.0
박가부대 슬라이스 치즈,,100g,330.0,13.0,29.0,4.4,4.4,,1330.0,85.0,22.0,2.8
박가부대순살닭갈비,,100g,343.0,70.0,7.0,0.0,0.0,,10.0,10.0,1.0,1.0
박경호 통곡물 프리미엄 한끼선식,,100g,417.0,13.33,4.33,80.0,10.0,,233.0,0.0,1.33,0.0
박경호 통곡물 한끼선식,,100g,400.0,12.67,3.0,80.0,13.33,,133.0,8.33,0.67,0.0
박경호의 하루 꽉 찬 안동 참마 분말 골드,,100g,339.0,17.86,0.0,66.43,19.29,,186.0,7.14,0.0,0.0
박고지_말린것,채소류,100g,268.0,7.6,0.4,69.0,,,14.0,,,
박고지절임,,100g,135.0,1.24,0.1,32.4,28.4,,629.0,0.0,0.0,0.0
박군 제주 황칠 삼계탕,,100g,59.0,7.7,1.8,3.0,0.0,,113.0,36.5,0.4,0.0
박군 함박스테이크 소스,,100g,110.0,1.0,0.0,26.5,7.5,,850.0,0.0,0.0,0.0
박군의 한우1++ 소불고기,,100g,161.0,13.0,8.6,9.2,2.6,,311.0,42.99,2.57,0.11
박군치킨,,100g,17.0,1.12,0.12,2.84,1.58,,164.0,0.0,0.05,0.0
박군치킨 로제떡볶이,,100g,114.0,3.06,1.45,18.39,4.19,,268.0,1.94,0.65,0.0
박대,,100g,83.0,17.62,1.18,0.0,0.0,,60.0,54.0,0.4,0.0
박대_육_말린것_대표_평균,어패류 및 기타 수산물,100g,147.0,25.6,2.2,0.9,,,837.0,,,
박대_육_반정도 말린것_대표_평균,어패류 및 기타 수산물,100g,115.0,21.4,1.4,0.1,,,1394.0,,,
박대_육_생것_인천_6월,어패류 및 기타 수산물,100g,90.0,19.16,0.7,0.6,0.6,0.0,,,0.25,
박동연명인 소고기볶음고추장,,100g,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
박뚜기 매새떡,,100g,229.0,7.61,2.68,43.57,7.25,,1083.0,5.26,0.36,0.0
박뚜기 매새떡 맵싹로제,,100g,218.0,5.96,4.18,39.16,5.17,,843.0,17.3,1.79,0.0
박력 밀가루,,100g,349.5,8.5,1.0,76.5,1.0,,0.0,0.0,0.0,0.0
박력밀가루,,100g,353.0,8.2,1.4,76.6,0.86,,1.8,0.0,0.18,0.0
박력파인쌀가루,,100g,370.0,6.0,0.6,85.0,30.0,,4.0,0.0,0.1,0.0
박막례 손맛 포기김치,,100g,44.0,2.43,0.29,7.89,0.67,,108.0,0.0,0.05,0.0
박미란 명장의 늘맑은 김치,,100g,39.0,2.33,0.25,6.97,2.03,,453.0,0.0,0.09,0.0
박미란 암꽃게장,,100g,42.0,1.67,0.29,7.04,0.17,,217.0,12.63,0.07,0.0
박미란 완도 전복죽,,100g,251.0,7.0,5.0,44.0,1.0,,566.0,26.0,1.0,0.0
박미선 착한 순메밀면,,100g,263.0,6.67,1.2,56.0,0.67,,1.0,0.0,0.33,0.0
박미희 명장의 통통김치육전,,100g,221.0,14.3,14.2,8.9,1.0,,465.0,46.6,3.9,0.0
박미희명장의 엄마손맛 우거지 뼈해장국,,100g,77.0,9.55,4.0,0.62,0.4,,300.0,26.13,1.11,0.03
박벨 초콜릿 글레이즈,,100g,293.0,3.0,5.0,59.0,50.0,,100.0,0.0,3.2,0.0
박병림의 원광 알부민 골드,,100g,113.0,1.39,0.09,26.67,11.24,,62.0,0.0,0.09,0.0
박복녀 명품육개장,,100g,30.0,2.9,0.8,2.8,0.2,,334.0,6.3,0.3,0.0
박복녀 합천돼지국밥,,100g,108.0,5.6,7.2,5.2,0.1,,107.0,5.2,2.0,0.0
박사캔디,,100g,396.0,0.0,0.0,99.0,78.0,,4.0,0.0,0.0,0.0
박상경 만능 새우소스,,100g,165.0,11.0,8.0,12.0,8.0,,601.0,24.0,2.8,0.0
박선생옛날토종순대국,,100g,56.0,4.0,3.7,1.0,0.13,,110.0,25.0,1.5,0.0
박셰프손맛 한우 소불고기,,100g,176.0,14.0,9.0,10.0,1.0,,408.0,39.0,4.1,0.0
박소사삐 스나얀,,100g,110.0,13.42,3.24,11.2,2.52,,701.0,22.04,1.2,0.24
박소아얌 스나얀,,100g,102.0,12.5,3.22,10.52,2.4,,701.0,20.24,1.1,0.18
박수홍의 갈비탕용 비법육수,,100g,27.0,3.24,0.59,2.13,0.0,,293.0,14.66,0.35,0.0
박수홍의 꽂 갈비찜 육수,,100g,18.0,1.78,0.26,2.16,0.3,,49.0,5.5,0.1,0.0
박수홍의 착한 꽂 갈비찜,,100g,32.0,1.96,1.92,1.6,0.64,,105.0,6.88,0.74,0.04
박수홍의 착한 냉면비빔장,,100g,208.0,1.67,2.17,45.0,33.33,,2200.0,0.0,0.0,0.0
박수홍의 착한 동치미 육수,,100g,14.0,0.29,0.2,2.86,1.71,,943.0,0.0,0.0,0.0
박수홍의 착한 메밀냉면,,100g,236.0,7.22,0.0,51.12,0.56,,444.0,0.0,0.0,0.0
박수홍의 착한 뼈없는 갈비탕,,100g,54.0,2.9,4.7,0.1,0.0,,167.0,5.3,2.0,0.1
박수홍의 착한 뼈없는 특 갈비탕,,100g,28.33,3.01,1.19,1.37,0.0,,264.33,12.49,0.51,0.03
박수홍의 착한 뼈없는감자탕,,100g,60.0,5.7,2.6,3.4,0.0,,368.0,18.3,1.0,0.0
박수홍의 착한 육즙가득함박스테이크,,100g,229.0,7.51,16.33,13.04,8.15,,484.0,22.51,5.16,0.18
박수홍의 착한 치즈듬뿍함박스테이크,,100g,243.0,9.36,16.92,13.44,7.1,,491.0,29.72,5.51,0.2
박순자 아우내순대,,100g,116.0,8.0,5.0,9.0,2.0,,390.0,23.0,1.8,0.0
박스 스틱케이크 초코,,100g,352.0,8.0,24.0,28.0,20.0,,52.0,40.0,20.0,0.0
박스 스틱케이크 치즈,,100g,305.0,7.5,17.5,30.0,20.0,,170.0,142.5,15.0,0.0
박스 아몬드크랜베리쿠키,,100g,516.0,8.0,26.0,64.0,34.0,,196.0,34.0,16.0,0.0
박스 우유 생크림 카스테라,,100g,348.0,7.5,20.0,37.5,22.5,,125.0,90.0,11.25,0.0
박스 초코 생크림 카스테라,,100g,337.0,5.25,17.0,40.5,22.75,,130.0,52.75,12.0,0.0
박스 초코칩쿠키,,100g,506.0,6.0,22.0,68.0,28.0,,238.0,25.0,15.0,0.0
박스오트밀블루베리,,100g,348.0,10.0,5.3,65.0,20.0,9.5,84.0,0.0,0.9,0.0
박스케이크,,100g,482.0,4.44,31.11,51.11,15.56,,198.0,13.33,16.67,0.0
박승광 왕만두,,100g,220.0,7.14,8.95,27.8,2.38,,331.0,8.52,2.39,0.0
박승광 이북식 고기만두,,100g,188.0,9.0,9.0,18.0,2.0,,417.0,19.0,2.5,0.1
박승광 이북식 김치만두,,100g,172.0,7.43,5.52,23.06,1.86,,446.0,7.9,1.79,0.19
박승광 이북식고기만두,,100g,172.0,7.76,8.43,16.17,2.31,,442.0,12.9,2.88,0.05
박승광 이북식김치만두,,100g,153.0,7.58,5.63,17.95,1.7,,393.0,9.6,1.87,0.03
박승광 해물손칼국수 전용 얼큰분말소스,,100g,367.0,7.3,4.1,75.8,42.8,,2901.0,0.0,0.7,0.0
박승광 해물손칼국수 전용 육수분말소스,,100g,220.0,12.0,2.1,38.0,8.0,,18770.0,0.0,0.9,0.0
박씨네요리평,,100g,110.0,13.0,1.2,12.0,2.0,,473.0,15.0,0.1,0.0
박앤박 마라소스,,100g,55.0,2.0,1.0,10.0,3.0,,1193.0,3.0,0.0,0.0
박앤박 짜장소스,,100g,73.0,3.0,3.0,9.0,6.0,,623.0,4.0,0.7,0.0
박연경의 The 갈비탕,,100g,45.0,5.0,2.0,1.88,0.13,,241.0,14.38,0.59,0.0
박용우 다이어트 프로틴 밸런스,,100g,377.0,45.5,2.2,43.8,0.0,15.8,542.0,9.1,0.2,0.0
박용우 다이어트 프로틴 파워,,100g,387.0,54.8,2.6,36.2,0.0,15.2,540.0,9.8,0.1,0.0
박원표 생동백기름,,100g,899.0,0.0,99.0,0.0,0.0,,0.0,0.0,10.0,0.0
박은영 셰프의 유산슬탕면,,100g,192.0,6.61,1.72,37.44,4.41,,943.0,2.2,0.44,0.0
박은영셰프의 중화새우,,100g,212.0,10.12,11.91,16.05,0.6,,431.0,66.22,1.96,0.12
박은영셰프의 팔보채 소스,,100g,118.0,1.08,6.68,13.48,5.54,,886.0,0.0,0.68,0.0
박은영셰프의 팔보채 야채모둠,,100g,26.0,2.0,0.2,4.0,1.0,,28.0,0.0,0.0,0.0
박은영의 레몬크림소스,,100g,400.0,2.0,25.0,42.0,28.0,,360.0,11.0,6.0,0.0
박은영의 칠리소스,,100g,85.0,2.0,2.5,14.0,10.0,,490.0,0.0,0.5,0.0
박인아 장인의 개성수제약과,,100g,675.0,10.25,22.0,110.0,20.0,,110.0,0.0,3.0,0.0
박정순 샐러드삼 장아찌,,100g,49.0,1.93,0.06,10.23,8.42,,1770.0,0.0,0.02,0.0
박준면의 김치이야기,,100g,41.0,2.63,0.37,6.77,4.07,,524.0,0.0,0.13,0.0
박준면의 김치이야기 썰은김치,,100g,38.0,2.67,0.31,6.01,3.99,,293.0,1.59,0.05,0.0
박쥐나무_잎_생것,채소류,100g,100.0,6.7,1.2,20.7,,,27.0,,,
박지현이 반한 초벌구이 곱창김,,100g,357.0,36.0,5.1,41.8,1.2,,803.0,7.0,1.3,0.0
박지혜돈골육수,,100g,300.0,26.0,24.0,1.0,0.0,,4380.0,50.0,5.0,0.0
박진덕순대,,100g,165.0,3.0,3.1,31.0,1.0,,480.0,25.0,0.9,0.0
박진덕찰순대,,100g,163.0,3.0,3.1,31.1,0.7,,477.0,24.0,1.0,0.0
박카스맛 젤리,,100g,346.0,7.69,0.0,80.77,53.85,,38.0,0.0,0.0,0.0
박카스맛 젤리 신맛,,100g,367.5,7.85,0.0,84.31,54.92,,0.0,0.0,0.0,0.0
박카스맛젤리,,100g,340.0,6.0,0.0,80.0,52.0,,30.0,0.0,0.0,0.0
박카스맛젤리신맛,,100g,350.0,8.0,0.0,80.0,54.0,,10.0,0.0,0.0,0.0
박카스에이,,100g,46.0,0.82,0.0,10.61,10.61,,27.0,0.0,0.0,0.0
박코치&맛있저염코칭도시락궁중떡갈비,,100g,136.0,5.54,2.92,21.87,1.75,,118.0,9.91,0.79,0.0
박코치&맛있저염코칭도시락마늘돼지구이,,100g,160.0,5.15,5.64,22.12,3.03,,149.0,7.58,1.61,0.0
박코치&맛있저염코칭도시락치킨찹스테이크,,100g,132.0,6.09,3.39,19.42,3.19,,118.0,23.19,1.39,0.0
박코치&맛있저염코칭도시락태국식해물볶음,,100g,137.0,4.59,3.82,21.1,4.28,,199.0,21.1,1.62,0.0
박코치&맛있저염코칭도시락토마토고추장불고기,,100g,160.0,5.19,6.4,20.46,2.88,,186.0,7.2,1.87,0.0
박콜캔디,,100g,395.0,0.0,0.2,98.0,83.0,,4.0,0.0,0.0,0.0
박탄,,100g,69.0,0.0,0.0,17.5,15.42,,13.0,0.0,0.0,0.0
박평의 인생 추어탕,,100g,93.0,7.29,4.42,5.89,0.0,,598.0,28.81,1.04,0.02
박하맛캔디,,100g,391.5,0.05,0.0,97.55,67.82,,3.0,0.0,0.0,0.0
박하맛캔디2,,100g,375.0,0.0,0.0,100.0,50.0,,0.0,0.0,0.0,0.0
박하사탕,,100g,387.0,0.01,0.01,98.3,61.34,0.0,0.0,0.0,0.0,0.0
박하캔디,,100g,389.0,0.0,0.0,100.0,100.0,,0.0,0.0,0.0,0.0
박하향 사탕,,100g,386.0,0.0,0.0,96.51,70.0,,0.0,0.0,0.0,0.0
박하향사탕,,100g,392.67,0.0,0.0,99.16,53.99,,4.33,0.0,0.0,0.0
박하향캔디,,100g,396.3,0.01,0.18,98.58,79.74,,24.8,0.0,0.03,0.0
박향희 네모난밥김,,100g,625.0,12.5,50.0,25.0,0.0,12.5,1738.0,12.5,0.0,0.0
박향희 들기름,,100g,830.0,0.0,92.0,0.0,0.0,,0.0,0.0,6.0,0.0
박향희 참기름,,100g,830.0,0.0,92.0,0.0,0.0,,0.0,0.0,14.0,0.0
박향희돌김자반,,100g,610.0,10.87,49.32,32.9,12.97,,1388.0,6.92,4.54,0.0
박향희새우돌김자반,,100g,565.0,13.78,41.44,36.31,11.14,,1093.0,23.23,3.98,0.0
박향희새우파래김자반,,100g,644.5,16.05,53.85,24.55,4.95,,858.5,46.2,4.7,0.07
박향희오고소김자반,,100g,626.0,20.3,49.75,24.85,4.3,,500.0,5.85,5.15,0.08
박향희오고소돌김자반,,100g,595.0,14.66,44.89,35.23,7.71,,723.0,4.43,4.39,0.0
박향희오메가플러스전통김,,100g,657.0,13.04,60.87,17.39,0.0,,1022.0,8.7,5.22,0.0
박향희파래김자반,,100g,647.0,14.85,54.15,25.7,8.75,,844.0,9.35,5.0,0.08
박호석 겉절이,,100g,10.0,1.4,0.0,1.7,0.0,,0.0,0.0,0.0,0.0
박호석 석박지,,100g,24.5,1.17,0.8,3.18,1.9,,606.0,2.3,0.03,0.0
박호석 전통김치,,100g,24.0,1.35,0.6,3.5,0.0,,61.0,1.0,0.0,0.0
반 논알콜 로제 스파클링,,100g,15.0,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,0.0
반 호이 라이스 버미셀리,,100g,357.0,7.0,1.0,80.0,0.0,,60.0,0.0,0.5,0.0
반) 아망드쇼콜라,,100g,577.0,16.0,29.0,42.0,37.0,,20.0,0.0,13.0,0.0
반)미니슈,,100g,416.0,9.09,27.27,31.82,2.27,,218.0,181.82,13.64,0.0
반)미니쿠키슈,,100g,278.0,4.76,16.67,27.38,7.74,,123.0,76.79,8.93,0.0
반)사각가나슈케이크,,100g,332.5,4.5,20.5,32.5,18.5,,100.5,122.0,6.5,0.0
반)생크림소보루빵,,100g,357.0,6.36,18.63,41.36,15.0,,213.5,13.64,6.68,0.18
반)애플망고생크림빵,,100g,286.0,4.76,14.29,34.29,12.38,,190.0,19.05,5.71,0.2
반)윈터팝 초코베리,,100g,400.0,4.0,29.0,33.0,22.0,,170.0,85.0,13.0,0.18
반)저당 그릭요거트 케이크 플레인,,100g,300.0,6.0,18.0,29.0,3.0,,130.0,105.0,9.0,0.5
반)저당 카카오 케이크,,100g,352.5,5.0,25.5,25.5,2.5,,90.0,95.0,14.0,0.75
반)헤이즐넛쇼콜라,,100g,575.0,17.0,27.0,43.0,38.0,,19.0,0.0,13.0,0.0
반_Hey허쉬초코케익도넛,,100g,435.0,3.92,21.57,56.86,38.24,,186.0,19.61,9.8,0.0
반_KK스타디움도넛,,100g,448.0,5.95,27.38,42.86,19.05,,143.0,5.95,13.1,0.0
반_가이드헤르피도넛,,100g,466.0,4.84,27.42,48.39,29.03,,161.0,5.63,9.68,0.0
반_갈릭아몬드링도넛,,100g,502.0,9.09,34.55,38.18,12.73,,191.0,7.15,12.73,0.18
반_고구마케이크도넛,,100g,391.62,6.7,23.43,37.94,17.86,,167.62,11.16,10.04,0.14
반_구텐탁밀카도넛,,100g,450.0,5.0,26.67,48.33,30.0,,125.0,5.95,13.33,0.0
반_군옥수수도넛,,100g,469.0,7.69,28.21,47.44,24.36,,192.0,12.82,11.54,0.0
반_그리핀도르도넛,,100g,458.0,5.95,28.57,44.05,21.43,,179.0,11.91,14.29,0.0
반_깜짝놀란피카츄도넛,,100g,395.0,5.41,21.62,43.25,20.27,,142.0,6.76,9.46,0.0
반_노래하는푸린도넛,,100g,393.0,5.41,22.97,40.54,16.22,,149.0,6.76,10.81,0.0
반_단밤초코도넛,,100g,430.0,6.25,26.25,41.25,17.5,,163.0,10.0,11.25,0.13
반_달리라굽도넛,,100g,449.0,7.35,26.47,44.12,23.53,,162.0,29.41,11.77,0.0
반_당근홀릭도넛,,100g,284.0,2.44,12.2,41.46,24.39,,268.0,0.0,8.54,0.0
반_댄싱퐁구도넛,,100g,444.0,4.92,26.23,45.9,27.87,,123.0,5.85,13.11,0.0
반_두바이초코도넛,,100g,482.0,8.05,29.88,45.98,20.69,,149.0,5.75,10.35,0.0
반_딥스윗러브도넛,,100g,455.0,6.85,30.14,39.73,16.44,,151.0,6.85,12.33,0.0
반_딸기&초코도넛,,100g,488.0,6.25,31.25,45.31,21.88,,148.0,6.25,18.75,0.0
반_딸기우유젤리도넛,,100g,436.0,6.56,24.59,49.18,26.23,,197.0,7.07,11.48,0.0
반_딸기우유크림듬뿍도넛,,100g,396.5,6.11,21.98,43.95,21.98,,128.2,6.11,10.99,0.0
반_땅굴파는디그다도넛,,100g,438.0,5.13,26.92,42.31,21.8,,256.0,19.23,12.82,0.0
반_라벤더고오스도넛,,100g,453.0,7.55,28.3,43.4,16.98,,160.0,7.51,13.21,0.0
반_래번클로도넛,,100g,380.0,5.36,21.43,42.86,23.21,,109.38,6.95,7.14,0.0
반_럭키클로버도넛,,100g,444.0,5.48,24.66,49.32,24.66,,205.0,5.38,13.7,0.0
반_로투스비스코프도넛,,100g,458.0,6.17,28.4,44.44,17.28,,210.0,6.17,11.11,0.0
